구분,총 전력수요,,,,,,,,,,,,,,,,,,,,,,,
20161212,2991150 ,,,,,,,,,,,,,,,,,,,,,,,
20161213,3022680 ,,,,,,,,,,,,,,,,,,,,,,,
20161214,3042740 ,,,,,,,,,,,,,,,,,,,,,,,
20161215,2913180 ,,,,,,,,,,,,,,,,,,,,,,,
20161216,2798290 ,,,,,,,,,,,,,,,,,,,,,,,
20161217,2875930 ,,,,,,,,,,,,,,,,,,,,,,,
20161218,2823170 ,,,,,,,,,,,,,,,,,,,,,,,
20161219,2987940 ,,,,,,,,,,,,,,,,,,,,,,,
20161220,3028060 ,,,,,,,,,,,,,,,,,,,,,,,
20161221,3039860 ,,,,,,,,,,,,,,,,,,,,,,,
20161222,2924940 ,,,,,,,,,,,,,,,,,,,,,,,
20161223,2816410 ,,,,,,,,,,,,,,,,,,,,,,,
20161224,2856690 ,,,,,,,,,,,,,,,,,,,,,,,
20161225,2798550 ,,,,,,,,,,,,,,,,,,,,,,,
20161226,3003410 ,,,,,,,,,,,,,,,,,,,,,,,
20161227,3111560 ,,,,,,,,,,,,,,,,,,,,,,,
20161228,3114720 ,,,,,,,,,,,,,,,,,,,,,,,
20161229,2991930 ,,,,,,,,,,,,,,,,,,,,,,,
20161230,2855830 ,,,,,,,,,,,,,,,,,,,,,,,
20161231,2892210 ,,,,,,,,,,,,,,,,,,,,,,,
20170101,1225190,,,,,,,,,,,,,,,,,,,,,,,
20170102,1527730,,,,,,,,,,,,,,,,,,,,,,,
20170103,1570370,,,,,,,,,,,,,,,,,,,,,,,
20170104,1555010,,,,,,,,,,,,,,,,,,,,,,,
20170105,1535690,,,,,,,,,,,,,,,,,,,,,,,
20170106,1545870,,,,,,,,,,,,,,,,,,,,,,,
20170107,1421770,,,,,,,,,,,,,,,,,,,,,,,
20170108,1314080,,,,,,,,,,,,,,,,,,,,,,,
20170109,1523630,,,,,,,,,,,,,,,,,,,,,,,
20170110,1571650,,,,,,,,,,,,,,,,,,,,,,,
20170111,1570980,,,,,,,,,,,,,,,,,,,,,,,
20170112,1573030,,,,,,,,,,,,,,,,,,,,,,,
20170113,1605490,,,,,,,,,,,,,,,,,,,,,,,
20170114,1479280,,,,,,,,,,,,,,,,,,,,,,,
20170115,1368790,,,,,,,,,,,,,,,,,,,,,,,
20170116,1563450,,,,,,,,,,,,,,,,,,,,,,,
20170117,1609530,,,,,,,,,,,,,,,,,,,,,,,
20170118,1614820,,,,,,,,,,,,,,,,,,,,,,,
20170119,1643290,,,,,,,,,,,,,,,,,,,,,,,
20170120,1665740,,,,,,,,,,,,,,,,,,,,,,,
20170121,1522360,,,,,,,,,,,,,,,,,,,,,,,
20170122,1398920,,,,,,,,,,,,,,,,,,,,,,,
20170123,1623150,,,,,,,,,,,,,,,,,,,,,,,
20170124,1653270,,,,,,,,,,,,,,,,,,,,,,,
20170125,1660080,,,,,,,,,,,,,,,,,,,,,,,
20170126,1555310,,,,,,,,,,,,,,,,,,,,,,,
20170127,1274010,,,,,,,,,,,,,,,,,,,,,,,
20170128,1111340,,,,,,,,,,,,,,,,,,,,,,,
20170129,1132320,,,,,,,,,,,,,,,,,,,,,,,
20170130,1231840,,,,,,,,,,,,,,,,,,,,,,,
20170131,1548050,,,,,,,,,,,,,,,,,,,,,,,
20170201,1674000,,,,,,,,,,,,,,,,,,,,,,,
20170202,1662780,,,,,,,,,,,,,,,,,,,,,,,
20170203,1621320,,,,,,,,,,,,,,,,,,,,,,,
20170204,1479980,,,,,,,,,,,,,,,,,,,,,,,
20170205,1351420,,,,,,,,,,,,,,,,,,,,,,,
20170206,1594880,,,,,,,,,,,,,,,,,,,,,,,
20170207,1615080,,,,,,,,,,,,,,,,,,,,,,,
20170208,1605390,,,,,,,,,,,,,,,,,,,,,,,
20170209,1630840,,,,,,,,,,,,,,,,,,,,,,,
20170210,1642340,,,,,,,,,,,,,,,,,,,,,,,
20170211,1469560,,,,,,,,,,,,,,,,,,,,,,,
20170212,1344700,,,,,,,,,,,,,,,,,,,,,,,
20170213,1567510,,,,,,,,,,,,,,,,,,,,,,,
20170214,1618980,,,,,,,,,,,,,,,,,,,,,,,
20170215,1587520,,,,,,,,,,,,,,,,,,,,,,,
20170216,1574320,,,,,,,,,,,,,,,,,,,,,,,
20170217,1597970,,,,,,,,,,,,,,,,,,,,,,,
20170218,1446790,,,,,,,,,,,,,,,,,,,,,,,
20170219,1318100,,,,,,,,,,,,,,,,,,,,,,,
20170220,1549420,,,,,,,,,,,,,,,,,,,,,,,
20170221,1562230,,,,,,,,,,,,,,,,,,,,,,,
20170222,1583050,,,,,,,,,,,,,,,,,,,,,,,
20170223,1588350,,,,,,,,,,,,,,,,,,,,,,,
20170224,1587190,,,,,,,,,,,,,,,,,,,,,,,
20170225,1407590,,,,,,,,,,,,,,,,,,,,,,,
20170226,1296810,,,,,,,,,,,,,,,,,,,,,,,
20170227,1507240,,,,,,,,,,,,,,,,,,,,,,,
20170228,1542040,,,,,,,,,,,,,,,,,,,,,,,
20170301,1445770,,,,,,,,,,,,,,,,,,,,,,,
20170302,1533720,,,,,,,,,,,,,,,,,,,,,,,
20170303,1513900,,,,,,,,,,,,,,,,,,,,,,,
20170304,1385220,,,,,,,,,,,,,,,,,,,,,,,
20170305,1301400,,,,,,,,,,,,,,,,,,,,,,,
20170306,1492290,,,,,,,,,,,,,,,,,,,,,,,
20170307,1551620,,,,,,,,,,,,,,,,,,,,,,,
20170308,1537030,,,,,,,,,,,,,,,,,,,,,,,
20170309,1532990,,,,,,,,,,,,,,,,,,,,,,,
20170310,1536980,,,,,,,,,,,,,,,,,,,,,,,
20170311,1381880,,,,,,,,,,,,,,,,,,,,,,,
20170312,1289210,,,,,,,,,,,,,,,,,,,,,,,
20170313,1502490,,,,,,,,,,,,,,,,,,,,,,,
20170314,1525680,,,,,,,,,,,,,,,,,,,,,,,
20170315,1496810,,,,,,,,,,,,,,,,,,,,,,,
20170316,1479780,,,,,,,,,,,,,,,,,,,,,,,
20170317,1463600,,,,,,,,,,,,,,,,,,,,,,,
20170318,1326740,,,,,,,,,,,,,,,,,,,,,,,
20170319,1226190,,,,,,,,,,,,,,,,,,,,,,,
20170320,1423380,,,,,,,,,,,,,,,,,,,,,,,
20170321,1466260,,,,,,,,,,,,,,,,,,,,,,,
20170322,1461160,,,,,,,,,,,,,,,,,,,,,,,
20170323,1444340,,,,,,,,,,,,,,,,,,,,,,,
20170324,1451210,,,,,,,,,,,,,,,,,,,,,,,
20170325,1302610,,,,,,,,,,,,,,,,,,,,,,,
20170326,1212670,,,,,,,,,,,,,,,,,,,,,,,
20170327,1421830,,,,,,,,,,,,,,,,,,,,,,,
20170328,1435140,,,,,,,,,,,,,,,,,,,,,,,
20170329,1429160,,,,,,,,,,,,,,,,,,,,,,,
20170330,1430950,,,,,,,,,,,,,,,,,,,,,,,
20170331,1443070,,,,,,,,,,,,,,,,,,,,,,,
20170401,1306060,,,,,,,,,,,,,,,,,,,,,,,
20170402,1192590,,,,,,,,,,,,,,,,,,,,,,,
20170403,1396190,,,,,,,,,,,,,,,,,,,,,,,
20170404,1399800,,,,,,,,,,,,,,,,,,,,,,,
20170405,1414610,,,,,,,,,,,,,,,,,,,,,,,
20170406,1410260,,,,,,,,,,,,,,,,,,,,,,,
20170407,1377710,,,,,,,,,,,,,,,,,,,,,,,
20170408,1258710,,,,,,,,,,,,,,,,,,,,,,,
20170409,1160470,,,,,,,,,,,,,,,,,,,,,,,
20170410,1364640,,,,,,,,,,,,,,,,,,,,,,,
20170411,1400470,,,,,,,,,,,,,,,,,,,,,,,
20170412,1399380,,,,,,,,,,,,,,,,,,,,,,,
20170413,1370570,,,,,,,,,,,,,,,,,,,,,,,
20170414,1373200,,,,,,,,,,,,,,,,,,,,,,,
20170415,1229580,,,,,,,,,,,,,,,,,,,,,,,
20170416,1118250,,,,,,,,,,,,,,,,,,,,,,,
20170417,1337560,,,,,,,,,,,,,,,,,,,,,,,
20170418,1374500,,,,,,,,,,,,,,,,,,,,,,,
20170419,1384950,,,,,,,,,,,,,,,,,,,,,,,
20170420,1388180,,,,,,,,,,,,,,,,,,,,,,,
20170421,1357130,,,,,,,,,,,,,,,,,,,,,,,
20170422,1235070,,,,,,,,,,,,,,,,,,,,,,,
20170423,1114970,,,,,,,,,,,,,,,,,,,,,,,
20170424,1317720,,,,,,,,,,,,,,,,,,,,,,,
20170425,1356040,,,,,,,,,,,,,,,,,,,,,,,
20170426,1362360,,,,,,,,,,,,,,,,,,,,,,,
20170427,1361220,,,,,,,,,,,,,,,,,,,,,,,
20170428,1347390,,,,,,,,,,,,,,,,,,,,,,,
20170429,1214550,,,,,,,,,,,,,,,,,,,,,,,
20170430,1095370,,,,,,,,,,,,,,,,,,,,,,,
20170501,1135730,,,,,,,,,,,,,,,,,,,,,,,
20170502,1354380,,,,,,,,,,,,,,,,,,,,,,,
20170503,1207600,,,,,,,,,,,,,,,,,,,,,,,
20170504,1346310,,,,,,,,,,,,,,,,,,,,,,,
20170505,1191980,,,,,,,,,,,,,,,,,,,,,,,
20170506,1152500,,,,,,,,,,,,,,,,,,,,,,,
20170507,1097470,,,,,,,,,,,,,,,,,,,,,,,
20170508,1322950,,,,,,,,,,,,,,,,,,,,,,,
20170509,1281910,,,,,,,,,,,,,,,,,,,,,,,
20170510,1302680,,,,,,,,,,,,,,,,,,,,,,,
20170511,1346170,,,,,,,,,,,,,,,,,,,,,,,
20170512,1362880,,,,,,,,,,,,,,,,,,,,,,,
20170513,1279580,,,,,,,,,,,,,,,,,,,,,,,
20170514,1090330,,,,,,,,,,,,,,,,,,,,,,,
20170515,1335660,,,,,,,,,,,,,,,,,,,,,,,
20170516,1374580,,,,,,,,,,,,,,,,,,,,,,,
20170517,1365330,,,,,,,,,,,,,,,,,,,,,,,
20170518,1364360,,,,,,,,,,,,,,,,,,,,,,,
20170519,1391840,,,,,,,,,,,,,,,,,,,,,,,
20170520,1292810,,,,,,,,,,,,,,,,,,,,,,,
20170521,1131100,,,,,,,,,,,,,,,,,,,,,,,
20170522,1346620,,,,,,,,,,,,,,,,,,,,,,,
20170523,1376260,,,,,,,,,,,,,,,,,,,,,,,
20170524,1394860,,,,,,,,,,,,,,,,,,,,,,,
20170525,1381140,,,,,,,,,,,,,,,,,,,,,,,
20170526,1380260,,,,,,,,,,,,,,,,,,,,,,,
20170527,1246540,,,,,,,,,,,,,,,,,,,,,,,
20170528,1127910,,,,,,,,,,,,,,,,,,,,,,,
20170529,1336180,,,,,,,,,,,,,,,,,,,,,,,
20170530,1393770,,,,,,,,,,,,,,,,,,,,,,,
20170531,1411800,,,,,,,,,,,,,,,,,,,,,,,
20170601,1411130,,,,,,,,,,,,,,,,,,,,,,,
20170602,1358300,,,,,,,,,,,,,,,,,,,,,,,
20170603,1246810,,,,,,,,,,,,,,,,,,,,,,,
20170604,1116410,,,,,,,,,,,,,,,,,,,,,,,
20170605,1303210,,,,,,,,,,,,,,,,,,,,,,,
20170606,1309750,,,,,,,,,,,,,,,,,,,,,,,
20170607,1332070,,,,,,,,,,,,,,,,,,,,,,,
20170608,1368550,,,,,,,,,,,,,,,,,,,,,,,
20170609,1388090,,,,,,,,,,,,,,,,,,,,,,,
20170610,1276190,,,,,,,,,,,,,,,,,,,,,,,
20170611,1124610,,,,,,,,,,,,,,,,,,,,,,,
20170612,1317220,,,,,,,,,,,,,,,,,,,,,,,
20170613,1366700,,,,,,,,,,,,,,,,,,,,,,,
20170614,1373710,,,,,,,,,,,,,,,,,,,,,,,
20170615,1379790,,,,,,,,,,,,,,,,,,,,,,,
20170616,1396860,,,,,,,,,,,,,,,,,,,,,,,
20170617,1299560,,,,,,,,,,,,,,,,,,,,,,,
20170618,1159980,,,,,,,,,,,,,,,,,,,,,,,
20170619,1363900,,,,,,,,,,,,,,,,,,,,,,,
20170620,1418940,,,,,,,,,,,,,,,,,,,,,,,
20170621,1448810,,,,,,,,,,,,,,,,,,,,,,,
20170622,1447110,,,,,,,,,,,,,,,,,,,,,,,
20170623,1448130,,,,,,,,,,,,,,,,,,,,,,,
20170624,1335720,,,,,,,,,,,,,,,,,,,,,,,
20170625,1211760,,,,,,,,,,,,,,,,,,,,,,,
20170626,1406770,,,,,,,,,,,,,,,,,,,,,,,
20170627,1464350,,,,,,,,,,,,,,,,,,,,,,,
20170628,1463190,,,,,,,,,,,,,,,,,,,,,,,
20170629,1463660,,,,,,,,,,,,,,,,,,,,,,,
20170630,1470100,,,,,,,,,,,,,,,,,,,,,,,
20170701,1358160,,,,,,,,,,,,,,,,,,,,,,,
20170702,1247180,,,,,,,,,,,,,,,,,,,,,,,
20170703,1432460,,,,,,,,,,,,,,,,,,,,,,,
20170704,1487840,,,,,,,,,,,,,,,,,,,,,,,
20170705,1491770,,,,,,,,,,,,,,,,,,,,,,,
20170706,1519870,,,,,,,,,,,,,,,,,,,,,,,
20170707,1521760,,,,,,,,,,,,,,,,,,,,,,,
20170708,1389890,,,,,,,,,,,,,,,,,,,,,,,
20170709,1280460,,,,,,,,,,,,,,,,,,,,,,,
20170710,1484570,,,,,,,,,,,,,,,,,,,,,,,
20170711,1553690,,,,,,,,,,,,,,,,,,,,,,,
20170712,1557620,,,,,,,,,,,,,,,,,,,,,,,
20170713,1560060,,,,,,,,,,,,,,,,,,,,,,,
20170714,1584960,,,,,,,,,,,,,,,,,,,,,,,
20170715,1481330,,,,,,,,,,,,,,,,,,,,,,,
20170716,1337610,,,,,,,,,,,,,,,,,,,,,,,
20170717,1541970,,,,,,,,,,,,,,,,,,,,,,,
20170718,1605200,,,,,,,,,,,,,,,,,,,,,,,
20170719,1604920,,,,,,,,,,,,,,,,,,,,,,,
20170720,1597570,,,,,,,,,,,,,,,,,,,,,,,
20170721,1622390,,,,,,,,,,,,,,,,,,,,,,,
20170722,1515940,,,,,,,,,,,,,,,,,,,,,,,
20170723,1372530,,,,,,,,,,,,,,,,,,,,,,,
20170724,1585860,,,,,,,,,,,,,,,,,,,,,,,
20170725,1656210,,,,,,,,,,,,,,,,,,,,,,,
20170726,1622620,,,,,,,,,,,,,,,,,,,,,,,
20170727,1610630,,,,,,,,,,,,,,,,,,,,,,,
20170728,1600490,,,,,,,,,,,,,,,,,,,,,,,
20170729,1390340,,,,,,,,,,,,,,,,,,,,,,,
20170730,1280260,,,,,,,,,,,,,,,,,,,,,,,
20170731,1371900,,,,,,,,,,,,,,,,,,,,,,,
20170801,1416730,,,,,,,,,,,,,,,,,,,,,,,
20170802,1438800,,,,,,,,,,,,,,,,,,,,,,,
20170803,1502120,,,,,,,,,,,,,,,,,,,,,,,
20170804,1518060,,,,,,,,,,,,,,,,,,,,,,,
20170805,1405570,,,,,,,,,,,,,,,,,,,,,,,
20170806,1333830,,,,,,,,,,,,,,,,,,,,,,,
20170807,1543590,,,,,,,,,,,,,,,,,,,,,,,
20170808,1569790,,,,,,,,,,,,,,,,,,,,,,,
20170809,1589910,,,,,,,,,,,,,,,,,,,,,,,
20170810,1613580,,,,,,,,,,,,,,,,,,,,,,,
20170811,1594410,,,,,,,,,,,,,,,,,,,,,,,
20170812,1432010,,,,,,,,,,,,,,,,,,,,,,,
20170813,1332540,,,,,,,,,,,,,,,,,,,,,,,
20170814,1514160,,,,,,,,,,,,,,,,,,,,,,,
20170815,1433330,,,,,,,,,,,,,,,,,,,,,,,
20170816,1535700,,,,,,,,,,,,,,,,,,,,,,,
20170817,1560450,,,,,,,,,,,,,,,,,,,,,,,
20170818,1548930,,,,,,,,,,,,,,,,,,,,,,,
20170819,1408830,,,,,,,,,,,,,,,,,,,,,,,
20170820,1307880,,,,,,,,,,,,,,,,,,,,,,,
20170821,1500060,,,,,,,,,,,,,,,,,,,,,,,
20170822,1532130,,,,,,,,,,,,,,,,,,,,,,,
20170823,1550720,,,,,,,,,,,,,,,,,,,,,,,
20170824,1586190,,,,,,,,,,,,,,,,,,,,,,,
20170825,1569420,,,,,,,,,,,,,,,,,,,,,,,
20170826,1391280,,,,,,,,,,,,,,,,,,,,,,,
20170827,1286330,,,,,,,,,,,,,,,,,,,,,,,
20170828,1517050,,,,,,,,,,,,,,,,,,,,,,,
20170829,1536460,,,,,,,,,,,,,,,,,,,,,,,
20170830,1498490,,,,,,,,,,,,,,,,,,,,,,,
20170831,1445980,,,,,,,,,,,,,,,,,,,,,,,
20170901,1416430,,,,,,,,,,,,,,,,,,,,,,,
20170902,1304940,,,,,,,,,,,,,,,,,,,,,,,
20170903,1199290,,,,,,,,,,,,,,,,,,,,,,,
20170904,1388750,,,,,,,,,,,,,,,,,,,,,,,
20170905,1442980,,,,,,,,,,,,,,,,,,,,,,,
20170906,1444540,,,,,,,,,,,,,,,,,,,,,,,
20170907,1425790,,,,,,,,,,,,,,,,,,,,,,,
20170908,1436090,,,,,,,,,,,,,,,,,,,,,,,
20170909,1310150,,,,,,,,,,,,,,,,,,,,,,,
20170910,1197120,,,,,,,,,,,,,,,,,,,,,,,
20170911,1410250,,,,,,,,,,,,,,,,,,,,,,,
20170912,1443280,,,,,,,,,,,,,,,,,,,,,,,
20170913,1405970,,,,,,,,,,,,,,,,,,,,,,,
20170914,1394180,,,,,,,,,,,,,,,,,,,,,,,
20170915,1413610,,,,,,,,,,,,,,,,,,,,,,,
20170916,1302370,,,,,,,,,,,,,,,,,,,,,,,
20170917,1210080,,,,,,,,,,,,,,,,,,,,,,,
20170918,1397020,,,,,,,,,,,,,,,,,,,,,,,
20170919,1416230,,,,,,,,,,,,,,,,,,,,,,,
20170920,1408380,,,,,,,,,,,,,,,,,,,,,,,
20170921,1378760,,,,,,,,,,,,,,,,,,,,,,,
20170922,1409050,,,,,,,,,,,,,,,,,,,,,,,
20170923,1288930,,,,,,,,,,,,,,,,,,,,,,,
20170924,1183890,,,,,,,,,,,,,,,,,,,,,,,
20170925,1383530,,,,,,,,,,,,,,,,,,,,,,,
20170926,1451580,,,,,,,,,,,,,,,,,,,,,,,
20170927,1422190,,,,,,,,,,,,,,,,,,,,,,,
20170928,1391320,,,,,,,,,,,,,,,,,,,,,,,
20170929,1361080,,,,,,,,,,,,,,,,,,,,,,,
20170930,1239960,,,,,,,,,,,,,,,,,,,,,,,
20171001,1134370,,,,,,,,,,,,,,,,,,,,,,,
20171002,1182970,,,,,,,,,,,,,,,,,,,,,,,
20171003,1029250,,,,,,,,,,,,,,,,,,,,,,,
20171004,954360,,,,,,,,,,,,,,,,,,,,,,,
20171005,980070,,,,,,,,,,,,,,,,,,,,,,,
20171006,1046380,,,,,,,,,,,,,,,,,,,,,,,
20171007,1100050,,,,,,,,,,,,,,,,,,,,,,,
20171008,1132970,,,,,,,,,,,,,,,,,,,,,,,
20171009,1189730,,,,,,,,,,,,,,,,,,,,,,,
20171010,1342620,,,,,,,,,,,,,,,,,,,,,,,
20171011,1337630,,,,,,,,,,,,,,,,,,,,,,,
20171012,1433880,,,,,,,,,,,,,,,,,,,,,,,
20171013,1393410,,,,,,,,,,,,,,,,,,,,,,,
20171014,1263580,,,,,,,,,,,,,,,,,,,,,,,
20171015,1151890,,,,,,,,,,,,,,,,,,,,,,,
20171016,1328250,,,,,,,,,,,,,,,,,,,,,,,
20171017,1388330,,,,,,,,,,,,,,,,,,,,,,,
20171018,1393610,,,,,,,,,,,,,,,,,,,,,,,
20171019,1394020,,,,,,,,,,,,,,,,,,,,,,,
20171020,1407330,,,,,,,,,,,,,,,,,,,,,,,
20171021,1289790,,,,,,,,,,,,,,,,,,,,,,,
20171022,1183430,,,,,,,,,,,,,,,,,,,,,,,
20171023,1379370,,,,,,,,,,,,,,,,,,,,,,,
20171024,1398600,,,,,,,,,,,,,,,,,,,,,,,
20171025,1400160,,,,,,,,,,,,,,,,,,,,,,,
20171026,1396040,,,,,,,,,,,,,,,,,,,,,,,
20171027,1396240,,,,,,,,,,,,,,,,,,,,,,,
20171028,1277750,,,,,,,,,,,,,,,,,,,,,,,
20171029,1169320,,,,,,,,,,,,,,,,,,,,,,,
20171030,1364240,,,,,,,,,,,,,,,,,,,,,,,
20171031,1392580,,,,,,,,,,,,,,,,,,,,,,,
20171101,1401900,,,,,,,,,,,,,,,,,,,,,,,
20171102,1387780,,,,,,,,,,,,,,,,,,,,,,,
20171103,1398190,,,,,,,,,,,,,,,,,,,,,,,
20171104,1292740,,,,,,,,,,,,,,,,,,,,,,,
20171105,1171960,,,,,,,,,,,,,,,,,,,,,,,
20171106,1350220,,,,,,,,,,,,,,,,,,,,,,,
20171107,1406280,,,,,,,,,,,,,,,,,,,,,,,
20171108,1420800,,,,,,,,,,,,,,,,,,,,,,,
20171109,1438360,,,,,,,,,,,,,,,,,,,,,,,
20171110,1417960,,,,,,,,,,,,,,,,,,,,,,,
20171111,1312710,,,,,,,,,,,,,,,,,,,,,,,
20171112,1189010,,,,,,,,,,,,,,,,,,,,,,,
20171113,1376110,,,,,,,,,,,,,,,,,,,,,,,
20171114,1448090,,,,,,,,,,,,,,,,,,,,,,,
20171115,1500830,,,,,,,,,,,,,,,,,,,,,,,
20171116,1507160,,,,,,,,,,,,,,,,,,,,,,,
20171117,1493920,,,,,,,,,,,,,,,,,,,,,,,
20171118,1400240,,,,,,,,,,,,,,,,,,,,,,,
20171119,1270720,,,,,,,,,,,,,,,,,,,,,,,
20171120,1479370,,,,,,,,,,,,,,,,,,,,,,,
20171121,1529190,,,,,,,,,,,,,,,,,,,,,,,
20171122,1541980,,,,,,,,,,,,,,,,,,,,,,,
20171123,1595190,,,,,,,,,,,,,,,,,,,,,,,
20171124,1589330,,,,,,,,,,,,,,,,,,,,,,,
20171125,1459190,,,,,,,,,,,,,,,,,,,,,,,
20171126,1325560,,,,,,,,,,,,,,,,,,,,,,,
20171127,1553410,,,,,,,,,,,,,,,,,,,,,,,
20171128,1561560,,,,,,,,,,,,,,,,,,,,,,,
20171129,1583050,,,,,,,,,,,,,,,,,,,,,,,
20171130,1613630,,,,,,,,,,,,,,,,,,,,,,,
20171201,1577390,,,,,,,,,,,,,,,,,,,,,,,
