구분,총 전력수요,,,,,,,,,,,,,,,,,,,,,,,
20191114,1470330,,,,,,,,,,,,,,,,,,,,,,,
20191115,1457850,,,,,,,,,,,,,,,,,,,,,,,
20191116,1321270,,,,,,,,,,,,,,,,,,,,,,,
20191117,1207450,,,,,,,,,,,,,,,,,,,,,,,
20191118,1449720,,,,,,,,,,,,,,,,,,,,,,,
20191119,1510340,,,,,,,,,,,,,,,,,,,,,,,
20191120,1523780,,,,,,,,,,,,,,,,,,,,,,,
20191121,1529110,,,,,,,,,,,,,,,,,,,,,,,
20191122,1479190,,,,,,,,,,,,,,,,,,,,,,,
20191123,1352610,,,,,,,,,,,,,,,,,,,,,,,
20191124,1267660,,,,,,,,,,,,,,,,,,,,,,,
20191125,1426250,,,,,,,,,,,,,,,,,,,,,,,
20191126,1512980,,,,,,,,,,,,,,,,,,,,,,,
20191127,1508520,,,,,,,,,,,,,,,,,,,,,,,
20191128,1520350,,,,,,,,,,,,,,,,,,,,,,,
20191129,1521270,,,,,,,,,,,,,,,,,,,,,,,
20191130,1374950,,,,,,,,,,,,,,,,,,,,,,,
20191201,1277860,,,,,,,,,,,,,,,,,,,,,,,
20191202,1501290,,,,,,,,,,,,,,,,,,,,,,,
20191203,1532680,,,,,,,,,,,,,,,,,,,,,,,
20191204,1547460,,,,,,,,,,,,,,,,,,,,,,,
20191205,1613520,,,,,,,,,,,,,,,,,,,,,,,
20191206,1620480,,,,,,,,,,,,,,,,,,,,,,,
20191207,1462090,,,,,,,,,,,,,,,,,,,,,,,
20191208,1355210,,,,,,,,,,,,,,,,,,,,,,,
20191209,1570660,,,,,,,,,,,,,,,,,,,,,,,
20191210,1598240,,,,,,,,,,,,,,,,,,,,,,,
20191211,1619560,,,,,,,,,,,,,,,,,,,,,,,
20191212,1641910,,,,,,,,,,,,,,,,,,,,,,,
20191213,1621570,,,,,,,,,,,,,,,,,,,,,,,
20191214,1442390,,,,,,,,,,,,,,,,,,,,,,,
20191215,1336000,,,,,,,,,,,,,,,,,,,,,,,
20191216,1587430,,,,,,,,,,,,,,,,,,,,,,,
20191217,1579420,,,,,,,,,,,,,,,,,,,,,,,
20191218,1618340,,,,,,,,,,,,,,,,,,,,,,,
20191219,1606670,,,,,,,,,,,,,,,,,,,,,,,
20191220,1611770,,,,,,,,,,,,,,,,,,,,,,,
20191221,1453200,,,,,,,,,,,,,,,,,,,,,,,
20191222,1343840,,,,,,,,,,,,,,,,,,,,,,,
20191223,1533750,,,,,,,,,,,,,,,,,,,,,,,
20191224,1580860,,,,,,,,,,,,,,,,,,,,,,,
20191225,1436960,,,,,,,,,,,,,,,,,,,,,,,
20191226,1611160,,,,,,,,,,,,,,,,,,,,,,,
20191227,1617930,,,,,,,,,,,,,,,,,,,,,,,
20191228,1461490,,,,,,,,,,,,,,,,,,,,,,,
20191229,1361430,,,,,,,,,,,,,,,,,,,,,,,
20191230,1532980,,,,,,,,,,,,,,,,,,,,,,,
20191231,1509750,,,,,,,,,,,,,,,,,,,,,,,
20200101,1362490,,,,,,,,,,,,,,,,,,,,,,,
20200102,1575610,,,,,,,,,,,,,,,,,,,,,,,
20200103,1579780,,,,,,,,,,,,,,,,,,,,,,,
20200104,1459500,,,,,,,,,,,,,,,,,,,,,,,
20200105,1344770,,,,,,,,,,,,,,,,,,,,,,,
20200106,1550960,,,,,,,,,,,,,,,,,,,,,,,
20200107,1592960,,,,,,,,,,,,,,,,,,,,,,,
20200108,1599980,,,,,,,,,,,,,,,,,,,,,,,
20200109,1615590,,,,,,,,,,,,,,,,,,,,,,,
20200110,1610050,,,,,,,,,,,,,,,,,,,,,,,
20200111,1425910,,,,,,,,,,,,,,,,,,,,,,,
20200112,1375310,,,,,,,,,,,,,,,,,,,,,,,
20200113,1588060,,,,,,,,,,,,,,,,,,,,,,,
20200114,1629730,,,,,,,,,,,,,,,,,,,,,,,
20200115,1626310,,,,,,,,,,,,,,,,,,,,,,,
20200116,1648750,,,,,,,,,,,,,,,,,,,,,,,
20200117,1637700,,,,,,,,,,,,,,,,,,,,,,,
20200118,1491520,,,,,,,,,,,,,,,,,,,,,,,
20200119,1357180,,,,,,,,,,,,,,,,,,,,,,,
20200120,1604520,,,,,,,,,,,,,,,,,,,,,,,
20200121,1626000,,,,,,,,,,,,,,,,,,,,,,,
20200122,1605770,,,,,,,,,,,,,,,,,,,,,,,
20200123,1509120,,,,,,,,,,,,,,,,,,,,,,,
20200124,1217120,,,,,,,,,,,,,,,,,,,,,,,
20200125,1107980,,,,,,,,,,,,,,,,,,,,,,,
20200126,1153400,,,,,,,,,,,,,,,,,,,,,,,
20200127,1234790,,,,,,,,,,,,,,,,,,,,,,,
20200128,1508900,,,,,,,,,,,,,,,,,,,,,,,
20200129,1604760,,,,,,,,,,,,,,,,,,,,,,,
20200130,1611220,,,,,,,,,,,,,,,,,,,,,,,
20200131,1554040,,,,,,,,,,,,,,,,,,,,,,,
20200201,1352810,,,,,,,,,,,,,,,,,,,,,,,
20200202,1303200,,,,,,,,,,,,,,,,,,,,,,,
20200203,1547180,,,,,,,,,,,,,,,,,,,,,,,
20200204,1571570,,,,,,,,,,,,,,,,,,,,,,,
20200205,1636330,,,,,,,,,,,,,,,,,,,,,,,
20200206,1647290,,,,,,,,,,,,,,,,,,,,,,,
20200207,1615780,,,,,,,,,,,,,,,,,,,,,,,
20200208,1484280,,,,,,,,,,,,,,,,,,,,,,,
20200209,1355370,,,,,,,,,,,,,,,,,,,,,,,
20200210,1561420,,,,,,,,,,,,,,,,,,,,,,,
20200211,1566170,,,,,,,,,,,,,,,,,,,,,,,
20200212,1581290,,,,,,,,,,,,,,,,,,,,,,,
20200213,1548810,,,,,,,,,,,,,,,,,,,,,,,
20200214,1538890,,,,,,,,,,,,,,,,,,,,,,,
20200215,1361650,,,,,,,,,,,,,,,,,,,,,,,
20200216,1330970,,,,,,,,,,,,,,,,,,,,,,,
20200217,1530250,,,,,,,,,,,,,,,,,,,,,,,
20200218,1544840,,,,,,,,,,,,,,,,,,,,,,,
20200219,1514450,,,,,,,,,,,,,,,,,,,,,,,
20200220,1552310,,,,,,,,,,,,,,,,,,,,,,,
20200221,1571460,,,,,,,,,,,,,,,,,,,,,,,
20200222,1436660,,,,,,,,,,,,,,,,,,,,,,,
20200223,1318590,,,,,,,,,,,,,,,,,,,,,,,
20200224,1511470,,,,,,,,,,,,,,,,,,,,,,,
20200225,1537310,,,,,,,,,,,,,,,,,,,,,,,
20200226,1515250,,,,,,,,,,,,,,,,,,,,,,,
20200227,1527600,,,,,,,,,,,,,,,,,,,,,,,
20200228,1511600,,,,,,,,,,,,,,,,,,,,,,,
20200229,1327310,,,,,,,,,,,,,,,,,,,,,,,
20200301,1233870,,,,,,,,,,,,,,,,,,,,,,,
20200302,1433290,,,,,,,,,,,,,,,,,,,,,,,
20200303,1480840,,,,,,,,,,,,,,,,,,,,,,,
20200304,1497770,,,,,,,,,,,,,,,,,,,,,,,
20200305,1485110,,,,,,,,,,,,,,,,,,,,,,,
20200306,1475210,,,,,,,,,,,,,,,,,,,,,,,
20200307,1320460,,,,,,,,,,,,,,,,,,,,,,,
20200308,1217090,,,,,,,,,,,,,,,,,,,,,,,
20200309,1390890,,,,,,,,,,,,,,,,,,,,,,,
20200310,1481170,,,,,,,,,,,,,,,,,,,,,,,
20200311,1497470,,,,,,,,,,,,,,,,,,,,,,,
20200312,1486590,,,,,,,,,,,,,,,,,,,,,,,
20200313,1486180,,,,,,,,,,,,,,,,,,,,,,,
20200314,1329470,,,,,,,,,,,,,,,,,,,,,,,
20200315,1261680,,,,,,,,,,,,,,,,,,,,,,,
20200316,1450010,,,,,,,,,,,,,,,,,,,,,,,
20200317,1443120,,,,,,,,,,,,,,,,,,,,,,,
20200318,1412180,,,,,,,,,,,,,,,,,,,,,,,
20200319,1463510,,,,,,,,,,,,,,,,,,,,,,,
20200320,1437750,,,,,,,,,,,,,,,,,,,,,,,
20200321,1282530,,,,,,,,,,,,,,,,,,,,,,,
20200322,1195210,,,,,,,,,,,,,,,,,,,,,,,
20200323,1403670,,,,,,,,,,,,,,,,,,,,,,,
20200324,1401890,,,,,,,,,,,,,,,,,,,,,,,
20200325,1378060,,,,,,,,,,,,,,,,,,,,,,,
20200326,1367990,,,,,,,,,,,,,,,,,,,,,,,
20200327,1380780,,,,,,,,,,,,,,,,,,,,,,,
20200328,1272360,,,,,,,,,,,,,,,,,,,,,,,
20200329,1184300,,,,,,,,,,,,,,,,,,,,,,,
20200330,1360440,,,,,,,,,,,,,,,,,,,,,,,
20200331,1391700,,,,,,,,,,,,,,,,,,,,,,,
20200401,1368890,,,,,,,,,,,,,,,,,,,,,,,
20200402,1371870,,,,,,,,,,,,,,,,,,,,,,,
20200403,1371010,,,,,,,,,,,,,,,,,,,,,,,
20200404,1227880,,,,,,,,,,,,,,,,,,,,,,,
20200405,1138180,,,,,,,,,,,,,,,,,,,,,,,
20200406,1322660,,,,,,,,,,,,,,,,,,,,,,,
20200407,1344230,,,,,,,,,,,,,,,,,,,,,,,
20200408,1366020,,,,,,,,,,,,,,,,,,,,,,,
20200409,1357590,,,,,,,,,,,,,,,,,,,,,,,
20200410,1352040,,,,,,,,,,,,,,,,,,,,,,,
20200411,1233780,,,,,,,,,,,,,,,,,,,,,,,
20200412,1101260,,,,,,,,,,,,,,,,,,,,,,,
20200413,1310240,,,,,,,,,,,,,,,,,,,,,,,
20200414,1321760,,,,,,,,,,,,,,,,,,,,,,,
20200415,1298370,,,,,,,,,,,,,,,,,,,,,,,
20200416,1309660,,,,,,,,,,,,,,,,,,,,,,,
20200417,1348140,,,,,,,,,,,,,,,,,,,,,,,
20200418,1229760,,,,,,,,,,,,,,,,,,,,,,,
20200419,1119060,,,,,,,,,,,,,,,,,,,,,,,
20200420,1286340,,,,,,,,,,,,,,,,,,,,,,,
20200421,1360360,,,,,,,,,,,,,,,,,,,,,,,
20200422,1350980,,,,,,,,,,,,,,,,,,,,,,,
20200423,1348100,,,,,,,,,,,,,,,,,,,,,,,
20200424,1342650,,,,,,,,,,,,,,,,,,,,,,,
20200425,1183240,,,,,,,,,,,,,,,,,,,,,,,
20200426,1151800,,,,,,,,,,,,,,,,,,,,,,,
20200427,1292500,,,,,,,,,,,,,,,,,,,,,,,
20200428,1302240,,,,,,,,,,,,,,,,,,,,,,,
20200429,1284250,,,,,,,,,,,,,,,,,,,,,,,
20200430,1258400,,,,,,,,,,,,,,,,,,,,,,,
20200501,1152750,,,,,,,,,,,,,,,,,,,,,,,
20200502,1077170,,,,,,,,,,,,,,,,,,,,,,,
20200503,1135890,,,,,,,,,,,,,,,,,,,,,,,
20200504,1204360,,,,,,,,,,,,,,,,,,,,,,,
20200505,1159280,,,,,,,,,,,,,,,,,,,,,,,
20200506,1234160,,,,,,,,,,,,,,,,,,,,,,,
20200507,1284260,,,,,,,,,,,,,,,,,,,,,,,
20200508,1290010,,,,,,,,,,,,,,,,,,,,,,,
20200509,1165130,,,,,,,,,,,,,,,,,,,,,,,
20200510,1074360,,,,,,,,,,,,,,,,,,,,,,,
20200511,1317190,,,,,,,,,,,,,,,,,,,,,,,
20200512,1304440,,,,,,,,,,,,,,,,,,,,,,,
20200513,1302270,,,,,,,,,,,,,,,,,,,,,,,
20200514,1299580,,,,,,,,,,,,,,,,,,,,,,,
20200515,1287290,,,,,,,,,,,,,,,,,,,,,,,
20200516,1189980,,,,,,,,,,,,,,,,,,,,,,,
20200517,1092740,,,,,,,,,,,,,,,,,,,,,,,
20200518,1314280,,,,,,,,,,,,,,,,,,,,,,,
20200519,1318120,,,,,,,,,,,,,,,,,,,,,,,
20200520,1338190,,,,,,,,,,,,,,,,,,,,,,,
20200521,1320470,,,,,,,,,,,,,,,,,,,,,,,
20200522,1309220,,,,,,,,,,,,,,,,,,,,,,,
20200523,1170500,,,,,,,,,,,,,,,,,,,,,,,
20200524,1076260,,,,,,,,,,,,,,,,,,,,,,,
20200525,1276370,,,,,,,,,,,,,,,,,,,,,,,
20200526,1274520,,,,,,,,,,,,,,,,,,,,,,,
20200527,1283070,,,,,,,,,,,,,,,,,,,,,,,
20200528,1291000,,,,,,,,,,,,,,,,,,,,,,,
20200529,1294120,,,,,,,,,,,,,,,,,,,,,,,
20200530,1139520,,,,,,,,,,,,,,,,,,,,,,,
20200531,1083880,,,,,,,,,,,,,,,,,,,,,,,
20200601,1271050,,,,,,,,,,,,,,,,,,,,,,,
20200602,1283570,,,,,,,,,,,,,,,,,,,,,,,
20200603,1297920,,,,,,,,,,,,,,,,,,,,,,,
20200604,1304270,,,,,,,,,,,,,,,,,,,,,,,
20200605,1335760,,,,,,,,,,,,,,,,,,,,,,,
20200606,1165000,,,,,,,,,,,,,,,,,,,,,,,
20200607,1123470,,,,,,,,,,,,,,,,,,,,,,,
20200608,1311790,,,,,,,,,,,,,,,,,,,,,,,
20200609,1364040,,,,,,,,,,,,,,,,,,,,,,,
20200610,1404070,,,,,,,,,,,,,,,,,,,,,,,
20200611,1428100,,,,,,,,,,,,,,,,,,,,,,,
20200612,1441460,,,,,,,,,,,,,,,,,,,,,,,
20200613,1209830,,,,,,,,,,,,,,,,,,,,,,,
20200614,1141210,,,,,,,,,,,,,,,,,,,,,,,
20200615,1359010,,,,,,,,,,,,,,,,,,,,,,,
20200616,1414740,,,,,,,,,,,,,,,,,,,,,,,
20200617,1406440,,,,,,,,,,,,,,,,,,,,,,,
20200618,1396020,,,,,,,,,,,,,,,,,,,,,,,
20200619,1402650,,,,,,,,,,,,,,,,,,,,,,,
20200620,1230210,,,,,,,,,,,,,,,,,,,,,,,
20200621,1152490,,,,,,,,,,,,,,,,,,,,,,,
20200622,1353570,,,,,,,,,,,,,,,,,,,,,,,
20200623,1393310,,,,,,,,,,,,,,,,,,,,,,,
20200624,1425570,,,,,,,,,,,,,,,,,,,,,,,
20200625,1446260,,,,,,,,,,,,,,,,,,,,,,,
20200626,1439230,,,,,,,,,,,,,,,,,,,,,,,
20200627,1240780,,,,,,,,,,,,,,,,,,,,,,,
20200628,1152960,,,,,,,,,,,,,,,,,,,,,,,
20200629,1372960,,,,,,,,,,,,,,,,,,,,,,,
20200630,1391190,,,,,,,,,,,,,,,,,,,,,,,
20200701,1399040,,,,,,,,,,,,,,,,,,,,,,,
20200702,1389580,,,,,,,,,,,,,,,,,,,,,,,
20200703,1400650,,,,,,,,,,,,,,,,,,,,,,,
20200704,1232770,,,,,,,,,,,,,,,,,,,,,,,
20200705,1136550,,,,,,,,,,,,,,,,,,,,,,,
20200706,1365980,,,,,,,,,,,,,,,,,,,,,,,
20200707,1413130,,,,,,,,,,,,,,,,,,,,,,,
20200708,1432310,,,,,,,,,,,,,,,,,,,,,,,
20200709,1434040,,,,,,,,,,,,,,,,,,,,,,,
20200710,1469590,,,,,,,,,,,,,,,,,,,,,,,
20200711,1296730,,,,,,,,,,,,,,,,,,,,,,,
20200712,1190770,,,,,,,,,,,,,,,,,,,,,,,
20200713,1415050,,,,,,,,,,,,,,,,,,,,,,,
20200714,1435600,,,,,,,,,,,,,,,,,,,,,,,
20200715,1419880,,,,,,,,,,,,,,,,,,,,,,,
20200716,1417660,,,,,,,,,,,,,,,,,,,,,,,
20200717,1428630,,,,,,,,,,,,,,,,,,,,,,,
20200718,1287000,,,,,,,,,,,,,,,,,,,,,,,
20200719,1204540,,,,,,,,,,,,,,,,,,,,,,,
20200720,1453420,,,,,,,,,,,,,,,,,,,,,,,
20200721,1447460,,,,,,,,,,,,,,,,,,,,,,,
20200722,1452980,,,,,,,,,,,,,,,,,,,,,,,
20200723,1458970,,,,,,,,,,,,,,,,,,,,,,,
20200724,1464590,,,,,,,,,,,,,,,,,,,,,,,
20200725,1300940,,,,,,,,,,,,,,,,,,,,,,,
20200726,1216610,,,,,,,,,,,,,,,,,,,,,,,
20200727,1441240,,,,,,,,,,,,,,,,,,,,,,,
20200728,1476590,,,,,,,,,,,,,,,,,,,,,,,
20200729,1482710,,,,,,,,,,,,,,,,,,,,,,,
20200730,1488470,,,,,,,,,,,,,,,,,,,,,,,
20200731,1496340,,,,,,,,,,,,,,,,,,,,,,,
20200801,1259170,,,,,,,,,,,,,,,,,,,,,,,
20200802,1196300,,,,,,,,,,,,,,,,,,,,,,,
20200803,1299620,,,,,,,,,,,,,,,,,,,,,,,
20200804,1386110,,,,,,,,,,,,,,,,,,,,,,,
20200805,1425560,,,,,,,,,,,,,,,,,,,,,,,
20200806,1503130,,,,,,,,,,,,,,,,,,,,,,,
20200807,1496760,,,,,,,,,,,,,,,,,,,,,,,
20200808,1303460,,,,,,,,,,,,,,,,,,,,,,,
20200809,1235850,,,,,,,,,,,,,,,,,,,,,,,
20200810,1512890,,,,,,,,,,,,,,,,,,,,,,,
20200811,1598680,,,,,,,,,,,,,,,,,,,,,,,
20200812,1532690,,,,,,,,,,,,,,,,,,,,,,,
20200813,1578810,,,,,,,,,,,,,,,,,,,,,,,
20200814,1626790,,,,,,,,,,,,,,,,,,,,,,,
20200815,1447410,,,,,,,,,,,,,,,,,,,,,,,
20200816,1361710,,,,,,,,,,,,,,,,,,,,,,,
20200817,1536550,,,,,,,,,,,,,,,,,,,,,,,
20200818,1670160,,,,,,,,,,,,,,,,,,,,,,,
20200819,1647660,,,,,,,,,,,,,,,,,,,,,,,
20200820,1658490,,,,,,,,,,,,,,,,,,,,,,,
20200821,1644650,,,,,,,,,,,,,,,,,,,,,,,
20200822,1485150,,,,,,,,,,,,,,,,,,,,,,,
20200823,1330920,,,,,,,,,,,,,,,,,,,,,,,
20200824,1601120,,,,,,,,,,,,,,,,,,,,,,,
20200825,1669830,,,,,,,,,,,,,,,,,,,,,,,
20200826,1682780,,,,,,,,,,,,,,,,,,,,,,,
20200827,1702900,,,,,,,,,,,,,,,,,,,,,,,
20200828,1712140,,,,,,,,,,,,,,,,,,,,,,,
20200829,1486140,,,,,,,,,,,,,,,,,,,,,,,
20200830,1340490,,,,,,,,,,,,,,,,,,,,,,,
20200831,1584180,,,,,,,,,,,,,,,,,,,,,,,
20200901,1680340,,,,,,,,,,,,,,,,,,,,,,,
20200902,1647570,,,,,,,,,,,,,,,,,,,,,,,
20200903,1593310,,,,,,,,,,,,,,,,,,,,,,,
20200904,1554220,,,,,,,,,,,,,,,,,,,,,,,
20200905,1376880,,,,,,,,,,,,,,,,,,,,,,,
20200906,1286020,,,,,,,,,,,,,,,,,,,,,,,
20200907,1498950,,,,,,,,,,,,,,,,,,,,,,,
20200908,1488880,,,,,,,,,,,,,,,,,,,,,,,
20200909,1428920,,,,,,,,,,,,,,,,,,,,,,,
20200910,1457240,,,,,,,,,,,,,,,,,,,,,,,
20200911,1443820,,,,,,,,,,,,,,,,,,,,,,,
20200912,1323190,,,,,,,,,,,,,,,,,,,,,,,
20200913,1216100,,,,,,,,,,,,,,,,,,,,,,,
20200914,1428760,,,,,,,,,,,,,,,,,,,,,,,
20200915,1428280,,,,,,,,,,,,,,,,,,,,,,,
20200916,1432230,,,,,,,,,,,,,,,,,,,,,,,
20200917,1466600,,,,,,,,,,,,,,,,,,,,,,,
20200918,1441070,,,,,,,,,,,,,,,,,,,,,,,
20200919,1283230,,,,,,,,,,,,,,,,,,,,,,,
20200920,1176960,,,,,,,,,,,,,,,,,,,,,,,
20200921,1396020,,,,,,,,,,,,,,,,,,,,,,,
20200922,1386400,,,,,,,,,,,,,,,,,,,,,,,
20200923,1376240,,,,,,,,,,,,,,,,,,,,,,,
20200924,1402070,,,,,,,,,,,,,,,,,,,,,,,
20200925,1395450,,,,,,,,,,,,,,,,,,,,,,,
20200926,1253920,,,,,,,,,,,,,,,,,,,,,,,
20200927,1134200,,,,,,,,,,,,,,,,,,,,,,,
20200928,1334740,,,,,,,,,,,,,,,,,,,,,,,
20200929,1327950,,,,,,,,,,,,,,,,,,,,,,,
20200930,1065780,,,,,,,,,,,,,,,,,,,,,,,
20201001,955230,,,,,,,,,,,,,,,,,,,,,,,
20201002,990320,,,,,,,,,,,,,,,,,,,,,,,
20201003,1043490,,,,,,,,,,,,,,,,,,,,,,,
20201004,1086670,,,,,,,,,,,,,,,,,,,,,,,
20201005,1305540,,,,,,,,,,,,,,,,,,,,,,,
20201006,1348570,,,,,,,,,,,,,,,,,,,,,,,
20201007,1317060,,,,,,,,,,,,,,,,,,,,,,,
20201008,1356230,,,,,,,,,,,,,,,,,,,,,,,
20201009,1302620,,,,,,,,,,,,,,,,,,,,,,,
20201010,1231300,,,,,,,,,,,,,,,,,,,,,,,
20201011,1116930,,,,,,,,,,,,,,,,,,,,,,,
20201012,1307280,,,,,,,,,,,,,,,,,,,,,,,
20201013,1348130,,,,,,,,,,,,,,,,,,,,,,,
20201014,1350280,,,,,,,,,,,,,,,,,,,,,,,
20201015,1382860,,,,,,,,,,,,,,,,,,,,,,,
20201016,1407620,,,,,,,,,,,,,,,,,,,,,,,
20201017,1246190,,,,,,,,,,,,,,,,,,,,,,,
20201018,1178210,,,,,,,,,,,,,,,,,,,,,,,
20201019,1339390,,,,,,,,,,,,,,,,,,,,,,,
20201020,1378110,,,,,,,,,,,,,,,,,,,,,,,
20201021,1398510,,,,,,,,,,,,,,,,,,,,,,,
20201022,1400380,,,,,,,,,,,,,,,,,,,,,,,
20201023,1429250,,,,,,,,,,,,,,,,,,,,,,,
20201024,1278830,,,,,,,,,,,,,,,,,,,,,,,
20201025,1201740,,,,,,,,,,,,,,,,,,,,,,,
20201026,1347310,,,,,,,,,,,,,,,,,,,,,,,
20201027,1397680,,,,,,,,,,,,,,,,,,,,,,,
20201028,1388320,,,,,,,,,,,,,,,,,,,,,,,
20201029,1385610,,,,,,,,,,,,,,,,,,,,,,,
20201030,1382040,,,,,,,,,,,,,,,,,,,,,,,
20201031,1243980,,,,,,,,,,,,,,,,,,,,,,,
20201101,1157590,,,,,,,,,,,,,,,,,,,,,,,
20201102,1340750,,,,,,,,,,,,,,,,,,,,,,,
20201103,1361580,,,,,,,,,,,,,,,,,,,,,,,
